Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Mg User Factor Slope,Mg User Factor Offset,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Al User Factor Slope,Al User Factor Offset,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,Si User Factor Slope,Si User Factor Offset,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,P User Factor Slope,P User Factor Offset,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,S User Factor Slope,S User Factor Offset,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,K User Factor Slope,K User Factor Offset,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ca User Factor Slope,Ca User Factor Offset,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,Ti User Factor Slope,Ti User Factor Offset,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,V User Factor Slope,V User Factor Offset,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Cr User Factor Slope,Cr User Factor Offset,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Mn User Factor Slope,Mn User Factor Offset,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Fe User Factor Slope,Fe User Factor Offset,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Co User Factor Slope,Co User Factor Offset,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Ni User Factor Slope,Ni User Factor Offset,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Cu User Factor Slope,Cu User Factor Offset,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,Zn User Factor Slope,Zn User Factor Offset,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,As User Factor Slope,As User Factor Offset,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Se User Factor Slope,Se User Factor Offset,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Rb User Factor Slope,Rb User Factor Offset,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Sr User Factor Slope,Sr User Factor Offset,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Y User Factor Slope,Y User Factor Offset,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Zr User Factor Slope,Zr User Factor Offset,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Nb User Factor Slope,Nb User Factor Offset,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Mo User Factor Slope,Mo User Factor Offset,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Ag User Factor Slope,Ag User Factor Offset,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Cd User Factor Slope,Cd User Factor Offset,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sn User Factor Slope,Sn User Factor Offset,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Sb User Factor Slope,Sb User Factor Offset,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,Ba User Factor Slope,Ba User Factor Offset,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,La User Factor Slope,La User Factor Offset,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Ce User Factor Slope,Ce User Factor Offset,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Pr User Factor Slope,Pr User Factor Offset,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Nd User Factor Slope,Nd User Factor Offset,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,W User Factor Slope,W User Factor Offset,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Hg User Factor Slope,Hg User Factor Offset,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Pb User Factor Slope,Pb User Factor Offset,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Bi User Factor Slope,Bi User Factor Offset,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,Th User Factor Slope,Th User Factor Offset,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,U User Factor Slope,U User Factor Offset,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,LE User Factor Slope,LE User Factor Offset,info,Real Time 1,Real Time 2,Real Time 3,
841515,59,2025-04-07,15:51:17,Geochem(3-Beam),Continental Labs,59,No,,,PPM,MgO,117321,9910.42,70743,5976,10.00000,0.00000,Al2O3,57102.5,315.728,30221,167,0.80000,0.00000,SiO2,237580,319.326,111060,149,0.60000,0.00000,P2O5,2902.73,54.156,1267,24,1.00000,0.00000,,,,7770,28,1.00000,0.00000,K2O,15759.6,35.2521,13083,29,1.00000,0.00000,CaO,97401.3,117.721,69612,84,0.70000,0.00000,TiO2,4427.46,38.6784,2654,23,1.00000,0.00000,V2O5,245.925,13.5227,138,8,1.00000,0.00000,Cr2O3,75.0859,4.52698,51,3,1.00000,0.00000,MnO,179.437,3.40408,139,3,1.00000,0.00000,Fe2O3,54535.9,78.6729,38145,55,2.50000,0.00000,Co2O3,52.2837,6.12999,37,4,1.00000,0.00000,NiO,90.2646,1.11988,71,1,1.00000,0.00000,CuO,29.3507,0.94614,23,1,1.00000,0.00000,ZnO,507.207,1.66741,407,1,1.00000,0.00000,,,,8,0,1.00000,0.00000,,,,15,0,1.00000,0.00000,Rb2O,80.577,0.294856,74,0,1.00000,0.00000,SrO,661.718,1.0493,560,1,1.00000,0.00000,,,,22,0,1.00000,0.00000,ZrO2,155.051,0.542441,115,0,1.00000,0.00000,,,,4,0,1.00000,0.00000,MoO3,4.95718,0.406597,3,0,1.00000,0.00000,Ag2O,0,42.3606,<LOD,118,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,<LOD,9,1.00000,0.00000,,,,<LOD,11,1.00000,0.00000,BaO,205.635,14.0233,184,13,1.00000,0.00000,,,,62,17,1.00000,0.00000,,,,63,20,1.00000,0.00000,,,,102,30,1.00000,0.00000,,,,<LOD,4536,1.00000,0.00000,,,,<LOD,4,1.00000,0.00000,,,,2,0,1.00000,0.00000,PbO,9.32951,0.318573,9,0,1.00000,0.00000,,,,<LOD,5,1.00000,0.00000,,,,<LOD,4,1.00000,0.00000,,,,1,0,1.00000,0.00000,,,,502784,378,0.80000,0.00000,Mekenna 204LS 14720,360,60,30,
